Genesis	1	1	x xxxxx xxx xxxxx xx x xxxx x xx x xxxA
Genesis	1	2	x x xxx xxxx xxx x xxxA x xxx xx xxx xxxxA x xxx xxxxx xxxxx xx xxx x xxxA
Genesis	1	3	x xxxx xxxxxA xxx xxxA x xxx xxxA
Genesis	1	4	x xxx xxxxx xx x xxxA xx xxxA x xxxx xxxxx xxx x xxx x xxx x xxxA
Genesis	1	5	x xxxx xxxxx x xxx xxxA x x xxx xxx xxxxA x xxx xxxA x xxx xxxA xxx xxxA
Genesis	1	6	x xxxx xxxxxA xxx xxxx x xxx x xxxA x xxx xxxxx xxx xxx x xxxA
Genesis	1	7	x xxx xxxxx xx x xxxxA x xxxx xxx x xxxA xxx x xxx x xxxxA x xxx x xxxA xxx x xx x xxxxA x xxx xxA
Genesis	1	8	x xxxx xxxxx x xxxx xxxxA x xxx xxxA x xxx xxxA xxx xxxA
Genesis	1	9	x xxxx xxxxxA xxxx x xxx x xxx x xxxx xx xxxx xxxA x xxxx x xxxxA x xxx xxA
Genesis	1	10	x xxxx xxxxx x xxxx xxxA x x xxxx x xxx xxx xxxxA x xxx xxxxxA xx xxxA
Genesis	1	11	x xxxx xxxxxA xxxx x xxx xxx xxxA xxxxx xxxA xx xxxA xxx xxx x xxxxA xxx xxxx xxA xx x xxxA x xxx xxA
Genesis	1	12	x xxxx x xxx xxx xxxA xxxxx xxx x xxxxxA x xxA xxx xxxA xxx xxxx xxA x xxxxxA x xxx xxxxxA xx xxxA
Genesis	1	13	x xxx xxxA x xxx xxxA xxx xxxxxA
Genesis	1	14	x xxxx xxxxxA xxx xxxx x xxxx x xxxxA x xxxxx xxx x xxx x xxx x xxxxA x xxx x xxx x x xxxxxx x x xxxx x xxxxA
Genesis	1	15	x xxx x xxxxx x xxxx x xxxxA x xxxx xx x xxxA x xxx xxA
Genesis	1	16	x xxx xxxxx xx xxx x xxxx x xxxxx xx x xxxx x xxx x xxxxx x xxx x xx x xxxx x xxx x xxxxx x xxxx x xx x xxxxxxA
