Genesis	1	1	B R>CJT/ BR>[ >LHJM/ >T H CMJM/ W >T H >RY/A
Genesis	1	2	W H >RY/ HJH[ THW/ W BHW/A W XCK/ <L PNH/ THWM/A W RWX/ >LHJM/ RXP[ <L PNH/ H MJM/A
Genesis	1	3	W >MR[ >LHJM/A HJH[ >WR/A W HJH[ >WR/A
Genesis	1	4	W R>H[ >LHJM/ >T H >WR/A KJ VWB[A W BDL[ >LHJM/ BJN/ H >WR/ W BJN/ H XCK/A
Genesis	1	5	W QR>[ >LHJM/ L H >WR/ JWM/A W L H XCK/ QR>[ LJLH/A W HJH[ <RB/A W HJH[ BQR=/A JWM/ >XD/A
Genesis	1	6	W >MR[ >LHJM/A HJH[ RQJ</ B TWK/ H MJM/A W HJH[ BDL[ BJN/ MJM/ L MJM/A
Genesis	1	7	W <FH[ >LHJM/ >T H RQJ</A W BDL[ BJN/ H MJM/A >CR MN TXT/ L H RQJ</A W BJN/ H MJM/A >CR MN <L L H RQJ</A W HJH[ KNA
Genesis	1	8	W QR>[ >LHJM/ L H RQJ</ CMJM/A W HJH[ <RB/A W HJH[ BQR=/A JWM/ CNJ/A
Genesis	1	9	W >MR[ >LHJM/A QWH=[ H MJM/ MN TXT/ H CMJM/ >L MQWM/ >XD/A W R>H[ H JBCH/A W HJH[ KNA
Genesis	1	10	W QR>[ >LHJM/ L H JBCH/ >RY/A W L MQWH/ H MJM/ QR>[ JM/A W R>H[ >LHJM/A KJ VWB[A
Genesis	1	11	W >MR[ >LHJM/A DC>[ H >RY/ DC>/ <FB/A ZR<[ ZR</A <Y/ PRJ/A <FH[ PRJ/ L MJN/A >CR ZR</ BA <L H >RY/A W HJH[ KNA
Genesis	1	12	W JY>[ H >RY/ DC>/ <FB/A ZR<[ ZR</ L MJN/A W <Y/A <FH[ PRJ/A >CR ZR</ BA L MJN/A W R>H[ >LHJM/A KJ VWB[A
Genesis	1	13	W HJH[ <RB/A W HJH[ BQR=/A JWM/ CLJCJ/A
Genesis	1	14	W >MR[ >LHJM/A HJH[ M>WR/ B RQJ</ H CMJM/A L BDL[ BJN/ H JWM/ W BJN/ H LJLH/A W HJH[ L >WT/ W L MW<D/ W L JWM/ W CNH/A
Genesis	1	15	W HJH[ L M>WR/ B RQJ</ H CMJM/A L >WR[ <L H >RY/A W HJH[ KNA
Genesis	1	16	W <FH[ >LHJM/ >T CNJM/ H M>WR/ H GDWL/ >T H M>WR/ H GDWL/ L MMCLT/ H JWM/ W >T H M>WR/ H QVN/ L MMCLT/ H LJLH/ W >T H KWKB/A
Genesis	1	17	W NTN[ >T >LHJM/ B RQJ</ H CMJM/A L >WR[ <L H >RY/A
Genesis	1	18	W L MCL[ B H JWM/ W B H LJLH/A W L BDL[ BJN/ H >WR/ W BJN/ H XCK/A W R>H[ >LHJM/A KJ VWB[A
Genesis	1	19	W HJH[ <RB/A W HJH[ BQR=/A JWM/ RBJ<J/A
Genesis	1	20	W >MR[ >LHJM/A CRY[ H MJM/ CRY/ NPC/ XJ/A W <WP/ <WP[ <L H >RY/ <L PNH/ RQJ</ H CMJM/A
