Genesis	1	1	P S V S P D S c P D S
Genesis	1	2	c D S V S c S c S P S S c S S V P S D S
Genesis	1	3	c V S V S c V S
Genesis	1	4	c V S P D S c V c V S S D S c S D S
Genesis	1	5	c V S P D S S c P D S V S c V S c V S S S
Genesis	1	6	c V S V S P S D S c V V S S P S
Genesis	1	7	c V S P D S c V S D S c P S P D S c S D S c P P P D S c V A
Genesis	1	8	c V S P D S S c V S c V S S a
Genesis	1	9	c V S V D S P S D S P S S c V D S c V A
Genesis	1	10	c V S P D S S c P S D S V S c V S c V
Genesis	1	11	c V S V D S S S V S S S V S P S c S P P D S c V A
Genesis	1	12	c V D S S S V S P S c S V S c S P P S c V S c V
Genesis	1	13	c V S c V S S a
Genesis	1	14	c V S V S P S D S P V S D S c S D S c V P S c P S c P S c S
Genesis	1	15	c V P S P S D S P V P D S c V A
Genesis	1	16	c V S P S D S D a P D S D a P S D S c P D S D a P S D S c P D S
Genesis	1	17	c V P S P S D S P V P D S
Genesis	1	18	c P V P D S c P D S c P V S D S c S D S c V S c V
Genesis	1	19	c V S c V S S a
Genesis	1	20	c V S V D S S S a c S V P D S P S S D S
Genesis	1	21	c V S P D S D a c P S S D a D V c V D S P S c P S S S P S c V S c V
Genesis	1	22	c V P S P V V c V c V P D S P D S c D S V P D S
Genesis	1	23	c V S c V S S a
Genesis	1	24	c V S V D S S a P S S c S c S S P S c V A
Genesis	1	25	c V S P S D S P S c P D S P S c P S S D S P S c V S c V
Genesis	1	26	c V S V S P S P S c V P S D S c P S D S c P D S c P S D S c P S D S D V P D S
Genesis	1	27	c V S P D S P S P S S V P a c S V P
Genesis	1	28	c V P S c V P S V c V c V P D S c V c V P S D S c P S D S c P S S D V P D S
Genesis	1	29	c V S I V P P S S V S c P S S D S c P S D S c P S S V S P V P S
Genesis	1	30	c P S S D S c P S S D S c P S V P D S c P S a P S S S P S c V A
Genesis	1	31	c V S P S c V c I a S c V S c V S S D a
Genesis	2	1	c V D S c D S c S S
